isin,name,fee,geography,strategy,risk,5y_sharpe
33997,Simulated Security 33997,0.007,Canada,Balanced,Medium,5.154190085
33998,Simulated Security 33998,0.005,Canada,Balanced,Low,3.029057097
33999,Simulated Security 33999,0.016,Canada,Value,Medium,-0.334204442
34000,Simulated Security 34000,0.008,Canada,Value,High,3.06116927
34001,Simulated Security 34001,0.008,Canada,Income,Low,-1.688575886
34002,Simulated Security 34002,0.014,United States,Growth,High,-0.757593951
34003,Simulated Security 34003,0.006,United States,Growth,Medium,7.260602483
34004,Simulated Security 34004,0.003,United States,Value,Low,-0.812558535
34005,Simulated Security 34005,0.013,Canada,Value,Low,3.165482817
34006,Simulated Security 34006,0.001,Canada,Balanced,Medium,-0.863174591
34007,Simulated Security 34007,0.017,Canada,Value,Medium,9.586080659
34008,Simulated Security 34008,0.014,Canada,Value,Low,-0.300596648
34009,Simulated Security 34009,0.014,Canada,Balanced,Low,1.32849132
34010,Simulated Security 34010,0.006,Canada,Income,Low,-3.460261244
34011,Simulated Security 34011,0.019,United States,Income,Medium,-2.081828041
34012,Simulated Security 34012,0.017,United States,Value,High,4.519286355
34013,Simulated Security 34013,0.012,Canada,Income,Low,9.123760673
34014,Simulated Security 34014,0.014,United States,Value,Medium,1.604051011
34015,Simulated Security 34015,0.006,Canada,Value,Medium,0.288323041
34016,Simulated Security 34016,0.003,Canada,Balanced,Medium,-3.068810199
34017,Simulated Security 34017,0.016,Canada,Balanced,High,0.835537075
34018,Simulated Security 34018,0.006,Canada,Growth,Low,7.535023722
34019,Simulated Security 34019,0.008,United States,Income,Low,-3.201648328
34020,Simulated Security 34020,0.008,United States,Balanced,Low,0.376351695
34021,Simulated Security 34021,0.001,Canada,Value,High,-3.135873961
34022,Simulated Security 34022,0.014,Canada,Income,Medium,0.511989639
34023,Simulated Security 34023,0.014,United States,Value,High,1.838056723
34024,Simulated Security 34024,0.013,Canada,Income,Medium,0.108534394
34025,Simulated Security 34025,0.016,United States,Value,Low,-0.350331532
34026,Simulated Security 34026,0.005,Canada,Growth,Low,1.39097792
34027,Simulated Security 34027,0.003,United States,Value,Low,-0.349708154
34028,Simulated Security 34028,0.007,Canada,Balanced,Medium,-0.016738737
34029,Simulated Security 34029,0.014,Canada,Value,Low,6.46268228
34030,Simulated Security 34030,0.012,Canada,Growth,Medium,4.125162931
34031,Simulated Security 34031,0.018,United States,Value,Low,-2.28131825
34032,Simulated Security 34032,0.007,Canada,Growth,High,2.697606753
34033,Simulated Security 34033,0.013,United States,Income,High,2.497006401
34034,Simulated Security 34034,0.005,United States,Growth,Medium,-1.586069931
34035,Simulated Security 34035,0.013,United States,Value,Low,2.373988042
34036,Simulated Security 34036,0.005,Canada,Balanced,Low,0.581978887
34037,Simulated Security 34037,0,Canada,Growth,Low,-7.462321248
34038,Simulated Security 34038,0.007,United States,Income,Medium,-1.644485893
34039,Simulated Security 34039,0.011,United States,Balanced,Low,2.774659425
34040,Simulated Security 34040,0.014,Canada,Value,Low,-1.83343995
34041,Simulated Security 34041,0.019,Canada,Income,Low,13.80582105
34042,Simulated Security 34042,0.01,United States,Balanced,High,2.949958609
34043,Simulated Security 34043,0.013,Canada,Growth,Low,-1.792052736
34044,Simulated Security 34044,0.013,United States,Income,Low,-0.890025435
34045,Simulated Security 34045,0.02,United States,Value,Low,-0.410481922
34046,Simulated Security 34046,0,Canada,Income,High,-16.56299539
34047,Simulated Security 34047,0.013,United States,Growth,Medium,-1.653290102
34048,Simulated Security 34048,0.015,United States,Balanced,Low,0.524689566
34049,Simulated Security 34049,0.011,Canada,Balanced,Low,0.144312538
34050,Simulated Security 34050,0,Canada,Value,Low,-8.856734374
34051,Simulated Security 34051,0.019,Canada,Balanced,High,-2.40501702
34052,Simulated Security 34052,0.019,Canada,Income,Low,-0.021723732
34053,Simulated Security 34053,0.017,United States,Income,High,1.697726718
34054,Simulated Security 34054,0.014,United States,Growth,High,-0.674429053
34055,Simulated Security 34055,0.004,United States,Growth,Medium,-3.539631509
34056,Simulated Security 34056,0.013,United States,Value,High,-1.743481606
34057,Simulated Security 34057,0.002,Canada,Growth,High,-1.650340335
34058,Simulated Security 34058,0.016,United States,Income,Medium,-1.960059166
34059,Simulated Security 34059,0.007,United States,Value,High,-2.471228198
34060,Simulated Security 34060,0.002,Canada,Income,High,2.86002437
34061,Simulated Security 34061,0.004,United States,Income,Low,1.695923542
34062,Simulated Security 34062,0.007,United States,Value,Medium,3.515385931
34063,Simulated Security 34063,0.019,Canada,Value,High,2.181072171
34064,Simulated Security 34064,0.004,Canada,Income,High,-1.184437408
34065,Simulated Security 34065,0.014,United States,Income,High,-1.375996731
34066,Simulated Security 34066,0.019,United States,Income,Medium,-1.086452707
34067,Simulated Security 34067,0.004,United States,Value,Medium,4.453934984
34068,Simulated Security 34068,0.004,Canada,Balanced,Low,5.802887439
34069,Simulated Security 34069,0.004,Canada,Growth,Low,-0.346858193
34070,Simulated Security 34070,0.006,United States,Income,Low,4.633388527
34071,Simulated Security 34071,0.01,United States,Growth,Low,1.212549192
34072,Simulated Security 34072,0.018,United States,Income,High,-1.046083021
34073,Simulated Security 34073,0.013,United States,Income,Low,-0.636616769
34074,Simulated Security 34074,0.01,United States,Growth,High,-1.327626878
34075,Simulated Security 34075,0.018,United States,Growth,Low,2.688257362
34076,Simulated Security 34076,0.003,United States,Balanced,High,3.368104659
34077,Simulated Security 34077,0.017,Canada,Growth,High,-1.535601243
34078,Simulated Security 34078,0.001,United States,Growth,Low,4.850732303
34079,Simulated Security 34079,0.014,United States,Growth,Low,-2.501043138
34080,Simulated Security 34080,0.002,United States,Value,Low,2.244973355
34081,Simulated Security 34081,0.016,Canada,Value,Medium,4.326246554
34082,Simulated Security 34082,0.02,Canada,Value,Low,19.49524493
34083,Simulated Security 34083,0.019,Canada,Growth,High,4.886013044
34084,Simulated Security 34084,0.018,United States,Growth,Low,-1.002411442
34085,Simulated Security 34085,0.007,United States,Income,High,0.973352667
34086,Simulated Security 34086,0.014,United States,Income,Low,-1.722455
34087,Simulated Security 34087,0.001,United States,Balanced,High,-0.833205342
34088,Simulated Security 34088,0.015,Canada,Growth,Low,-0.775351064
34089,Simulated Security 34089,0.003,United States,Growth,Medium,2.708822967
34090,Simulated Security 34090,0.011,United States,Value,High,0.34226666
34091,Simulated Security 34091,0.001,Canada,Income,Low,-0.900269231
34092,Simulated Security 34092,0.012,United States,Balanced,Low,3.22993373
34093,Simulated Security 34093,0.006,Canada,Balanced,High,-2.168633224
34094,Simulated Security 34094,0.004,Canada,Income,Low,3.259442061
34095,Simulated Security 34095,0.011,United States,Balanced,High,3.192840691
34096,Simulated Security 34096,0.014,Canada,Growth,Medium,4.129412534
34097,Simulated Security 34097,0.004,United States,Value,Low,-1.554134041
34098,Simulated Security 34098,0.013,Canada,Growth,Low,-2.767299123
34099,Simulated Security 34099,0.002,United States,Growth,Medium,1.138599547
34100,Simulated Security 34100,0.007,United States,Value,High,4.167067727
34101,Simulated Security 34101,0.012,Canada,Growth,Low,1.350567037
34102,Simulated Security 34102,0.012,United States,Income,High,-3.205867195
34103,Simulated Security 34103,0.005,United States,Growth,Medium,-1.896487426
34104,Simulated Security 34104,0.001,United States,Balanced,Low,-5.825707692
34105,Simulated Security 34105,0.013,Canada,Balanced,Medium,2.229487056
34106,Simulated Security 34106,0.002,Canada,Balanced,Low,0.031096724
34107,Simulated Security 34107,0.008,Canada,Growth,High,-0.9905924
34108,Simulated Security 34108,0.013,United States,Income,Medium,-0.686991364
34109,Simulated Security 34109,0.02,United States,Value,Medium,-1.744002574
34110,Simulated Security 34110,0.013,Canada,Balanced,Medium,9.527721613
34111,Simulated Security 34111,0.004,Canada,Value,Medium,0.92293107
34112,Simulated Security 34112,0.005,Canada,Balanced,Medium,-0.78039656
34113,Simulated Security 34113,0.009,Canada,Value,Low,-1.166553664
34114,Simulated Security 34114,0.006,Canada,Balanced,Medium,-1.107666993
34115,Simulated Security 34115,0.008,Canada,Value,High,0.580064272
34116,Simulated Security 34116,0.005,Canada,Growth,Low,8.220767561
34117,Simulated Security 34117,0.02,United States,Growth,Medium,-1.016792023
34118,Simulated Security 34118,0.006,United States,Balanced,Medium,6.556926831
34119,Simulated Security 34119,0,Canada,Value,High,-3.746227715
34120,Simulated Security 34120,0.01,Canada,Growth,Low,12.35865376
34121,Simulated Security 34121,0.01,United States,Balanced,Low,1.326571107
34122,Simulated Security 34122,0.006,Canada,Growth,Low,1.831678897
34123,Simulated Security 34123,0.018,United States,Balanced,High,-1.391482449
34124,Simulated Security 34124,0.011,Canada,Income,Medium,-1.853415863
34125,Simulated Security 34125,0.013,United States,Balanced,High,1.019119139
34126,Simulated Security 34126,0.01,Canada,Income,Low,-1.27534011
34127,Simulated Security 34127,0.003,United States,Growth,Low,-1.351202211
34128,Simulated Security 34128,0.017,United States,Balanced,Low,-1.191736984
34129,Simulated Security 34129,0.005,Canada,Value,Low,-0.183454978
34130,Simulated Security 34130,0.013,Canada,Balanced,High,3.565187234
34131,Simulated Security 34131,0.013,Canada,Growth,Medium,-0.793482337
34132,Simulated Security 34132,0.013,United States,Balanced,Low,-2.310080403
34133,Simulated Security 34133,0.013,Canada,Income,Low,-0.058440216
34134,Simulated Security 34134,0.002,United States,Balanced,High,-0.448605753
34135,Simulated Security 34135,0.008,Canada,Income,High,0.4119052
34136,Simulated Security 34136,0.014,United States,Growth,Medium,-0.808064865
34137,Simulated Security 34137,0.012,United States,Balanced,Medium,7.025666246
34138,Simulated Security 34138,0.019,Canada,Balanced,Low,-1.026590747
34139,Simulated Security 34139,0.002,Canada,Balanced,Medium,1.324270534
34140,Simulated Security 34140,0.009,Canada,Balanced,High,3.932773867
34141,Simulated Security 34141,0.009,Canada,Growth,High,-0.635863835
34142,Simulated Security 34142,0.011,United States,Income,Medium,1.818098933
34143,Simulated Security 34143,0.009,United States,Balanced,Medium,7.27443836
34144,Simulated Security 34144,0.002,Canada,Value,High,1.480351212
34145,Simulated Security 34145,0.004,Canada,Growth,High,-1.489766983
34146,Simulated Security 34146,0.009,United States,Growth,Low,-0.544077808
34147,Simulated Security 34147,0.015,United States,Balanced,High,2.97975065
34148,Simulated Security 34148,0.001,Canada,Growth,Low,1.624797035
34149,Simulated Security 34149,0.001,United States,Value,High,1.848312136
34150,Simulated Security 34150,0.016,Canada,Growth,Low,0.770224583
34151,Simulated Security 34151,0.015,United States,Growth,High,22.94541679
34152,Simulated Security 34152,0.017,United States,Income,Low,2.258120836
34153,Simulated Security 34153,0,United States,Balanced,Low,-2.173496476
34154,Simulated Security 34154,0.012,Canada,Income,High,2.807771161
34155,Simulated Security 34155,0.004,United States,Income,Medium,1.865913935
34156,Simulated Security 34156,0.017,United States,Balanced,Low,2.977646973
34157,Simulated Security 34157,0.014,Canada,Growth,High,0.91156072
34158,Simulated Security 34158,0.004,United States,Income,High,3.120877682
34159,Simulated Security 34159,0.01,United States,Growth,Low,-0.119559831
34160,Simulated Security 34160,0.013,United States,Value,Low,0.16932427
34161,Simulated Security 34161,0.003,Canada,Growth,Medium,-0.689783911
34162,Simulated Security 34162,0,United States,Value,Medium,-5.325690912
34163,Simulated Security 34163,0.014,Canada,Value,Medium,0.872310133
34164,Simulated Security 34164,0.01,Canada,Balanced,Low,2.044224072
34165,Simulated Security 34165,0.007,Canada,Income,High,2.749659394
34166,Simulated Security 34166,0.005,United States,Income,Medium,0.332162051
34167,Simulated Security 34167,0.016,United States,Balanced,Low,0.239199455
34168,Simulated Security 34168,0.011,Canada,Income,Medium,-0.385909877
34169,Simulated Security 34169,0.017,United States,Balanced,Medium,0.974695829
34170,Simulated Security 34170,0.009,Canada,Value,High,3.611341909
34171,Simulated Security 34171,0.01,Canada,Income,Low,1.584643177
34172,Simulated Security 34172,0.01,United States,Value,High,-0.02186494
34173,Simulated Security 34173,0.007,Canada,Growth,Low,-0.61448707
34174,Simulated Security 34174,0.004,United States,Growth,Medium,2.815571241
34175,Simulated Security 34175,0.014,United States,Value,Medium,0.611880272
34176,Simulated Security 34176,0.018,Canada,Balanced,Medium,-1.06271677
34177,Simulated Security 34177,0.013,Canada,Balanced,Low,5.455802071
34178,Simulated Security 34178,0.007,Canada,Balanced,Medium,1.717932656
34179,Simulated Security 34179,0.01,Canada,Value,Medium,-1.389122221
34180,Simulated Security 34180,0.008,Canada,Balanced,Low,2.185770634
34181,Simulated Security 34181,0.012,Canada,Income,Medium,1.175310761
34182,Simulated Security 34182,0.007,United States,Balanced,High,-2.426651459
34183,Simulated Security 34183,0.009,Canada,Income,High,-0.166015291
34184,Simulated Security 34184,0.011,United States,Growth,Medium,-3.659683289
34185,Simulated Security 34185,0.009,United States,Value,Low,-0.913493961
34186,Simulated Security 34186,0.004,Canada,Balanced,Low,-0.463604518
34187,Simulated Security 34187,0.017,Canada,Value,Low,4.17467832
34188,Simulated Security 34188,0.006,Canada,Growth,Medium,2.971437079
34189,Simulated Security 34189,0.014,United States,Value,Low,1.073284954
34190,Simulated Security 34190,0.014,Canada,Growth,Medium,0.8745824
34191,Simulated Security 34191,0.016,United States,Value,Medium,0.069133476
34192,Simulated Security 34192,0.007,Canada,Balanced,Medium,-2.360025051
34193,Simulated Security 34193,0.011,Canada,Value,High,0.500806795
34194,Simulated Security 34194,0.005,Canada,Growth,High,1.851217726
34195,Simulated Security 34195,0.009,United States,Growth,Medium,2.661927405
34196,Simulated Security 34196,0.007,United States,Balanced,Medium,7.072848227
34197,Simulated Security 34197,0.002,Canada,Value,Medium,-2.051868611
34198,Simulated Security 34198,0.02,Canada,Balanced,Medium,-1.811289537
34199,Simulated Security 34199,0.008,Canada,Balanced,Low,0.529057023
34200,Simulated Security 34200,0.016,Canada,Growth,High,0.722171571
34201,Simulated Security 34201,0.01,United States,Growth,High,0.416552515
34202,Simulated Security 34202,0.01,United States,Growth,Low,0.442240419
34203,Simulated Security 34203,0.014,United States,Growth,High,0.860333527
34204,Simulated Security 34204,0.018,United States,Growth,Low,1.175800827
34205,Simulated Security 34205,0.002,United States,Balanced,Medium,2.471882592
34206,Simulated Security 34206,0.011,Canada,Balanced,Low,0.937045624
34207,Simulated Security 34207,0.001,Canada,Value,Low,-1.520742046
34208,Simulated Security 34208,0.015,Canada,Income,Medium,1.057572665
34209,Simulated Security 34209,0.008,United States,Balanced,Low,-0.820018462
34210,Simulated Security 34210,0.015,Canada,Income,Medium,-0.615897909
34211,Simulated Security 34211,0.013,United States,Balanced,Low,3.545858496
34212,Simulated Security 34212,0.019,Canada,Growth,Low,0.628375386
34213,Simulated Security 34213,0.019,United States,Value,Low,-2.192720547
34214,Simulated Security 34214,0.009,Canada,Income,Low,0.064237004
34215,Simulated Security 34215,0.011,United States,Growth,High,0.977899651
34216,Simulated Security 34216,0.015,United States,Growth,Medium,-1.476521892
34217,Simulated Security 34217,0.013,United States,Balanced,Medium,1.701001695
34218,Simulated Security 34218,0.013,Canada,Value,Medium,1.672555768
34219,Simulated Security 34219,0.002,Canada,Value,Medium,1.70610912
34220,Simulated Security 34220,0.009,Canada,Balanced,Medium,1.260918269
34221,Simulated Security 34221,0.007,Canada,Value,Medium,8.695974656
34222,Simulated Security 34222,0.019,Canada,Balanced,High,3.146968346
34223,Simulated Security 34223,0.008,Canada,Income,Medium,1.158446048
34224,Simulated Security 34224,0.006,United States,Value,Low,0.027231086
34225,Simulated Security 34225,0.02,Canada,Income,Low,4.465331516
34226,Simulated Security 34226,0.005,United States,Balanced,Medium,1.938931024
34227,Simulated Security 34227,0.016,Canada,Balanced,Low,0.908935047
34228,Simulated Security 34228,0.011,Canada,Balanced,Medium,-1.14952067
34229,Simulated Security 34229,0.015,Canada,Value,Low,1.721379815
34230,Simulated Security 34230,0.008,Canada,Balanced,High,-2.456886994
34231,Simulated Security 34231,0.014,Canada,Growth,Low,8.826217995
34232,Simulated Security 34232,0.007,United States,Growth,High,-5.362931986
34233,Simulated Security 34233,0.01,United States,Income,Low,-1.238234237
34234,Simulated Security 34234,0.001,United States,Value,High,-0.576239875
34235,Simulated Security 34235,0.011,Canada,Growth,Low,3.232470167
34236,Simulated Security 34236,0.005,United States,Balanced,Low,0.915651815
34237,Simulated Security 34237,0.011,Canada,Balanced,High,7.497276258
34238,Simulated Security 34238,0,Canada,Growth,High,-33.51554958
34239,Simulated Security 34239,0.013,United States,Income,High,-3.114553389
34240,Simulated Security 34240,0.011,United States,Income,Medium,-0.220140955
34241,Simulated Security 34241,0.018,United States,Value,High,2.357140811
34242,Simulated Security 34242,0.003,Canada,Income,High,1.259036476
34243,Simulated Security 34243,0.005,United States,Income,Low,-2.380355692
34244,Simulated Security 34244,0.005,United States,Income,Low,11.28427172
34245,Simulated Security 34245,0.005,United States,Income,Medium,2.444348226
34246,Simulated Security 34246,0.004,United States,Balanced,High,-0.372371397
34247,Simulated Security 34247,0.014,Canada,Growth,Low,4.820390346
34248,Simulated Security 34248,0.013,United States,Growth,Low,1.034650124
34249,Simulated Security 34249,0.008,United States,Value,Low,-1.827972607
34250,Simulated Security 34250,0.001,Canada,Growth,Low,-1.424900417
34251,Simulated Security 34251,0.012,United States,Income,High,2.859469179
34252,Simulated Security 34252,0.019,United States,Income,Low,1.686654055
34253,Simulated Security 34253,0.013,United States,Income,Low,6.093914412
34254,Simulated Security 34254,0.012,United States,Income,Medium,9.276016811
34255,Simulated Security 34255,0.003,United States,Value,Medium,0.353685737
34256,Simulated Security 34256,0.014,Canada,Balanced,High,-0.501292822
34257,Simulated Security 34257,0.013,Canada,Growth,Medium,2.551056035
34258,Simulated Security 34258,0.007,United States,Balanced,Low,1.412314586
34259,Simulated Security 34259,0.009,Canada,Income,High,2.522479492
34260,Simulated Security 34260,0.017,United States,Growth,Low,-1.483101994
34261,Simulated Security 34261,0.008,United States,Growth,Low,1.33197251
34262,Simulated Security 34262,0.013,United States,Balanced,Low,3.390704698
34263,Simulated Security 34263,0.002,Canada,Income,Medium,-0.945144859
34264,Simulated Security 34264,0.012,United States,Value,Low,0.00331674
34265,Simulated Security 34265,0.01,Canada,Balanced,Medium,-0.186734905
34266,Simulated Security 34266,0.011,Canada,Value,High,2.670601177
34267,Simulated Security 34267,0.017,Canada,Income,High,0.794298895
34268,Simulated Security 34268,0.01,United States,Growth,High,-3.089235159
34269,Simulated Security 34269,0.007,United States,Growth,Medium,-3.205298926
34270,Simulated Security 34270,0.003,United States,Value,Low,-2.810900345
34271,Simulated Security 34271,0.001,Canada,Balanced,Medium,-0.551910636
34272,Simulated Security 34272,0.002,Canada,Balanced,Low,-0.010171626
34273,Simulated Security 34273,0.005,Canada,Growth,High,-4.623254247
34274,Simulated Security 34274,0.01,United States,Growth,Medium,0.900651932
34275,Simulated Security 34275,0.01,United States,Balanced,Low,-1.585243025
34276,Simulated Security 34276,0.011,Canada,Value,Medium,0.05533381
34277,Simulated Security 34277,0.002,Canada,Value,Low,3.061680348
34278,Simulated Security 34278,0.008,Canada,Income,High,-1.448201089
34279,Simulated Security 34279,0.011,United States,Growth,High,-0.908095301
34280,Simulated Security 34280,0.007,United States,Growth,Low,6.466540707
34281,Simulated Security 34281,0.014,United States,Balanced,High,-1.185895832
34282,Simulated Security 34282,0.002,Canada,Income,Medium,-3.196279713
34283,Simulated Security 34283,0.001,United States,Value,High,0.625449099
34284,Simulated Security 34284,0.01,Canada,Growth,High,3.102087847
34285,Simulated Security 34285,0.003,United States,Income,Low,-0.592568458
34286,Simulated Security 34286,0.006,United States,Growth,Low,3.23321337
34287,Simulated Security 34287,0.002,United States,Balanced,Medium,-1.057180143
34288,Simulated Security 34288,0.003,Canada,Balanced,Medium,0.757633485
34289,Simulated Security 34289,0.011,Canada,Value,High,1.491795837
34290,Simulated Security 34290,0.013,Canada,Income,High,10.01977192
34291,Simulated Security 34291,0.02,United States,Income,Low,-2.622173182
34292,Simulated Security 34292,0.007,United States,Growth,Medium,2.317418336
34293,Simulated Security 34293,0.004,United States,Value,Medium,-2.795494885
34294,Simulated Security 34294,0.003,Canada,Value,Medium,-2.698531534
34295,Simulated Security 34295,0.016,Canada,Balanced,Medium,1.254916413
34296,Simulated Security 34296,0.005,Canada,Value,Low,1.217016877
34297,Simulated Security 34297,0.005,Canada,Growth,Medium,-1.818463469
34298,Simulated Security 34298,0.01,United States,Balanced,Low,1.717673865
34299,Simulated Security 34299,0.006,Canada,Value,Low,-0.931362593
34300,Simulated Security 34300,0.013,Canada,Balanced,Low,-2.563847808
34301,Simulated Security 34301,0.008,Canada,Income,Low,2.104535224
34302,Simulated Security 34302,0.011,United States,Value,Medium,1.233372017
34303,Simulated Security 34303,0.012,Canada,Balanced,High,-0.585264435
34304,Simulated Security 34304,0.019,Canada,Growth,Low,4.36471264
34305,Simulated Security 34305,0.014,United States,Balanced,Medium,8.499976127
34306,Simulated Security 34306,0.016,Canada,Balanced,High,0.107510426
34307,Simulated Security 34307,0.017,Canada,Growth,High,-0.665686753
34308,Simulated Security 34308,0.017,United States,Growth,High,7.252121229
34309,Simulated Security 34309,0.008,United States,Income,High,-0.536815692
34310,Simulated Security 34310,0.02,United States,Growth,High,-1.785824512
34311,Simulated Security 34311,0.002,United States,Income,High,1.11901916
34312,Simulated Security 34312,0.003,United States,Income,Low,3.141113322
34313,Simulated Security 34313,0,United States,Income,High,-30.62895218
34314,Simulated Security 34314,0.004,United States,Income,Low,-3.570591292
34315,Simulated Security 34315,0.003,United States,Balanced,Medium,-2.976244547
34316,Simulated Security 34316,0.013,Canada,Value,High,-0.62346861
34317,Simulated Security 34317,0.005,Canada,Income,Low,3.32764578
34318,Simulated Security 34318,0.013,United States,Balanced,High,0.251371193
34319,Simulated Security 34319,0.017,Canada,Income,High,0.200640123
34320,Simulated Security 34320,0.005,United States,Income,Medium,-1.143843301
34321,Simulated Security 34321,0.013,United States,Value,Medium,3.593596079
34322,Simulated Security 34322,0.004,Canada,Balanced,Medium,5.105590783
34323,Simulated Security 34323,0.017,Canada,Value,Low,2.072631205
34324,Simulated Security 34324,0.02,Canada,Growth,Medium,-1.620627248
34325,Simulated Security 34325,0.008,United States,Value,Low,-0.81622364
34326,Simulated Security 34326,0.006,Canada,Growth,Low,1.978058688
34327,Simulated Security 34327,0.012,United States,Value,Low,1.292870014
34328,Simulated Security 34328,0.006,Canada,Income,Medium,1.765980812
34329,Simulated Security 34329,0.011,United States,Balanced,High,2.887864096
34330,Simulated Security 34330,0.011,Canada,Growth,Medium,-0.346834081
34331,Simulated Security 34331,0.011,United States,Balanced,Medium,1.778721335
34332,Simulated Security 34332,0.016,Canada,Value,Low,3.609927331
34333,Simulated Security 34333,0.002,Canada,Value,Low,7.268277373
34334,Simulated Security 34334,0.009,Canada,Income,Medium,-0.314393336
34335,Simulated Security 34335,0.007,United States,Balanced,High,5.598401076
34336,Simulated Security 34336,0.019,Canada,Growth,High,-0.032540034
34337,Simulated Security 34337,0.013,United States,Growth,Medium,0.109683002
34338,Simulated Security 34338,0.01,United States,Value,Medium,1.162356277
34339,Simulated Security 34339,0.018,Canada,Balanced,Low,0.495935918
34340,Simulated Security 34340,0.002,Canada,Balanced,Low,-1.356395878
34341,Simulated Security 34341,0.006,Canada,Income,High,0.542063914
34342,Simulated Security 34342,0.009,United States,Growth,High,4.489844414
34343,Simulated Security 34343,0.014,United States,Growth,Low,-2.664504528
34344,Simulated Security 34344,0.012,United States,Income,Low,4.864105784
34345,Simulated Security 34345,0.019,United States,Balanced,Medium,1.012783879
34346,Simulated Security 34346,0.001,Canada,Value,Low,3.47378212
34347,Simulated Security 34347,0.014,Canada,Balanced,Medium,3.621604282
34348,Simulated Security 34348,0.016,Canada,Balanced,Medium,1.352631107
34349,Simulated Security 34349,0.006,Canada,Value,High,2.160458266
34350,Simulated Security 34350,0.014,Canada,Income,Medium,-0.177111122
34351,Simulated Security 34351,0.016,United States,Balanced,Medium,-1.0804137
34352,Simulated Security 34352,0.006,Canada,Balanced,Medium,3.137148931
34353,Simulated Security 34353,0.017,Canada,Balanced,Medium,1.431851716
34354,Simulated Security 34354,0.017,Canada,Value,Low,-0.832464208
34355,Simulated Security 34355,0.018,Canada,Income,Medium,5.99726323
34356,Simulated Security 34356,0.02,United States,Value,Medium,4.251069594
34357,Simulated Security 34357,0.016,Canada,Balanced,High,1.266853682
34358,Simulated Security 34358,0.015,Canada,Growth,Medium,7.566310073
34359,Simulated Security 34359,0.005,United States,Value,Medium,1.622579036
34360,Simulated Security 34360,0.019,Canada,Balanced,Low,11.79325544
34361,Simulated Security 34361,0.001,Canada,Value,Medium,-1.234074419
34362,Simulated Security 34362,0.005,Canada,Balanced,Medium,1.982151476
34363,Simulated Security 34363,0.009,Canada,Balanced,High,0.615186179
34364,Simulated Security 34364,0.017,Canada,Growth,High,-0.32412911
34365,Simulated Security 34365,0.008,United States,Income,Low,1.988685819
34366,Simulated Security 34366,0.008,United States,Value,High,4.590132906
34367,Simulated Security 34367,0.002,Canada,Income,Medium,1.757573063
34368,Simulated Security 34368,0.02,United States,Balanced,Medium,25.61616357
34369,Simulated Security 34369,0.015,Canada,Value,Low,4.736160544
34370,Simulated Security 34370,0.004,Canada,Growth,Low,3.088069922
34371,Simulated Security 34371,0.008,United States,Value,Low,1.351909271
34372,Simulated Security 34372,0.006,Canada,Value,High,-1.783218851
34373,Simulated Security 34373,0.014,Canada,Income,High,0.972368356
34374,Simulated Security 34374,0.011,United States,Growth,High,-2.441451317
34375,Simulated Security 34375,0.013,United States,Income,Medium,1.805592216
34376,Simulated Security 34376,0.004,United States,Value,Low,-1.828870374
34377,Simulated Security 34377,0.001,Canada,Value,Low,2.730849733
34378,Simulated Security 34378,0.004,Canada,Value,Low,-1.533653998
34379,Simulated Security 34379,0.006,Canada,Balanced,Medium,-1.503534743
34380,Simulated Security 34380,0.012,Canada,Value,Medium,-0.94665614
34381,Simulated Security 34381,0.014,Canada,Value,High,4.441445244
34382,Simulated Security 34382,0.013,Canada,Growth,High,2.55361147
34383,Simulated Security 34383,0.016,United States,Income,Low,1.664636355
34384,Simulated Security 34384,0.007,United States,Growth,High,-0.677616194
34385,Simulated Security 34385,0.002,United States,Growth,High,-7.723308696
34386,Simulated Security 34386,0.018,United States,Growth,Medium,1.797594877
34387,Simulated Security 34387,0.019,United States,Value,High,-1.76829848
34388,Simulated Security 34388,0,Canada,Income,High,-2.90000543
34389,Simulated Security 34389,0.002,United States,Income,Medium,-0.993373725
34390,Simulated Security 34390,0.007,United States,Balanced,Low,3.817373555
34391,Simulated Security 34391,0.018,Canada,Growth,Medium,2.663460693
34392,Simulated Security 34392,0.018,United States,Balanced,Low,-0.557185954
34393,Simulated Security 34393,0.008,Canada,Income,Medium,0.409137407
34394,Simulated Security 34394,0.016,United States,Balanced,Low,2.555632585
34395,Simulated Security 34395,0.018,Canada,Value,High,1.8595476
34396,Simulated Security 34396,0.016,Canada,Income,Medium,0.482263038
34397,Simulated Security 34397,0.008,United States,Balanced,Medium,-4.178700954
34398,Simulated Security 34398,0.013,Canada,Balanced,Medium,-2.205188915
34399,Simulated Security 34399,0.018,Canada,Balanced,Low,-0.685065817
34400,Simulated Security 34400,0.008,Canada,Income,Low,-2.877246916
34401,Simulated Security 34401,0.008,United States,Balanced,Medium,7.079797831
34402,Simulated Security 34402,0.019,Canada,Balanced,High,1.55414797
34403,Simulated Security 34403,0.014,Canada,Growth,Low,-2.428621517
34404,Simulated Security 34404,0.019,United States,Income,Low,1.60954051
34405,Simulated Security 34405,0.017,United States,Value,Low,-0.258925726
34406,Simulated Security 34406,0.018,Canada,Income,High,8.319242982
34407,Simulated Security 34407,0.012,United States,Growth,Low,-0.258339605
34408,Simulated Security 34408,0.013,United States,Value,High,2.811966937
34409,Simulated Security 34409,0.014,Canada,Income,High,0.94140979
34410,Simulated Security 34410,0,United States,Growth,Low,-30.11005647
